321	AKZ	(10-10-3-3, 9-9-3-3-1-1, 9-9-4-4)
321	ALA	(13-13, 8-8-4-4-1-1, 12-12-1-1)
321	ALB	(8-8-4-4-1-1, 12-12-1-1, 7-7-6-6)
321	ALC	(12-12-1-1, 7-7-6-6, 13-13)
321	ALD	(7-7-6-6, 13-13, 11-11-2-2)
321	ALE	(13-13, 11-11-2-2, 12-12-1-1)
321	ALF	(11-11-2-2, 12-12-1-1, 12-12-1-1)
321	ALG	(12-12-1-1, 12-12-1-1, 10-10-3-3)
321	ALH	(12-12-1-1, 10-10-3-3, 7-7-4-4-1-1-1-1)
321	ALI	(10-10-3-3, 7-7-4-4-1-1-1-1, 11-11-2-2)
321	ALJ	(7-7-4-4-1-1-1-1, 11-11-2-2, 9-9-2-2-2-2)
321	ALK	(11-11-2-2, 9-9-2-2-2-2, 13-13)
321	ALL	(9-9-2-2-2-2, 13-13, 8-8-5-5)
321	ALM	(13-13, 8-8-5-5, 12-12-1-1)
321	ALN	(8-8-5-5, 12-12-1-1, 6-6-6-6-1-1)
321	ALO	(12-12-1-1, 6-6-6-6-1-1, 8-8-5-5)
321	ALP	(6-6-6-6-1-1, 8-8-5-5, 13-13)
321	ALQ	(8-8-5-5, 13-13, 13-13)
321	ALR	(6-6-4-4-3-3, 7-7-4-4-1-1-1-1, 10-10-2-2-1-1)
321	ALS	(7-7-4-4-1-1-1-1, 10-10-2-2-1-1, 13-13)
321	ALT	(10-10-2-2-1-1, 13-13, 13-13)
321	ALU	(13-13, 13-13, 13-13)
321	ALV	(13-13, 13-13, 10-10-3-3)
321	ALW	(13-13, 10-10-3-3, 11-11-2-2)
321	ALX	(10-10-3-3, 11-11-2-2, 10-10-3-3)
321	ALY	(11-11-2-2, 10-10-3-3, 13-13)
321	ALZ	(10-10-3-3, 13-13, 8-8-4-4-1-1)
321	AMA	(13-13, 13-13, 10-10-2-2-1-1)
321	AMB	(13-13, 10-10-2-2-1-1, 13-13)
321	AMC	(10-10-2-2-1-1, 13-13, 9-9-2-2-1-1-1-1)
321	AMD	(13-13, 9-9-2-2-1-1-1-1, 7-7-6-6)
321	AME	(9-9-2-2-1-1-1-1, 7-7-6-6, 12-12-1-1)
321	AMF	(7-7-6-6, 12-12-1-1, 13-13)
321	AMG	(12-12-1-1, 13-13, 12-12-1-1)
321	AMH	(13-13, 12-12-1-1, 13-13)
321	AMI	(12-12-1-1, 13-13, 10-10-1-1-1-1-1-1)
321	AMJ	(13-13, 10-10-1-1-1-1-1-1, 11-11-1-1-1-1)
321	AMK	(10-10-1-1-1-1-1-1, 11-11-1-1-1-1, 12-12-1-1)
321	AML	(11-11-1-1-1-1, 12-12-1-1, 4-4-4-4-3-3-2-2)
321	AMM	(12-12-1-1, 4-4-4-4-3-3-2-2, 6-6-5-5-2-2)
321	AMN	(4-4-4-4-3-3-2-2, 6-6-5-5-2-2, 11-11-2-2)
321	AMO	(6-6-5-5-2-2, 11-11-2-2, 9-9-4-4)
321	AMP	(11-11-2-2, 9-9-4-4, 7-7-6-6)
321	AMQ	(9-9-4-4, 7-7-6-6, 8-8-5-5)
321	AMR	(13-13, 13-13, 6-6-6-6-1-1)
321	AMS	(13-13, 6-6-6-6-1-1, 12-12-1-1)
321	AMT	(6-6-6-6-1-1, 12-12-1-1, 11-11-2-2)
321	AMU	(12-12-1-1, 11-11-2-2, 12-12-1-1)
321	AMV	(11-11-2-2, 12-12-1-1, 13-13)
321	AMW	(12-12-1-1, 13-13, 8-8-4-4-1-1)
321	AMX	(13-13, 8-8-4-4-1-1, 10-10-3-3)
321	AMY	(8-8-4-4-1-1, 10-10-3-3, 13-13)
321	AMZ	(10-10-3-3, 13-13, 13-13)
